;tweet_cleans;tweet_english;klasifikasi
1932;ortu gue tergantung mood kadang sakit parah gak peduliin abis langsung manggil dokter kadang omelin karna gak dokter dokternya dj suruh rumah kadanga aja kadang peduli banget sampe makan aja tanyain perhatian;my parents depend on the mood, sometimes they get really sick, they don't care. after calling the doctor, sometimes they scold because the doctor isn't the doctor. dj tells me to go home, sometimes they really care, so they eat, just ask for attention.;Positif
1933;kalo dokternya model ik jun gini sih anniv sakit pinggang ikhlas;if the doctor is ik jun's model, anniv has back pain, sinc;Positif
1934;untung gak disogok dokternya;luckily the doctor didn't brib;Netral
1935;kasian dokter susternya;sorry doctor nur;Netral
1936;berdosa pas swab bersinin dokternya;it's a sin when the doctor sneezes swab;Positif
1937;ketemu dokter gigi takutt bangett diluar dugaan banget dokternya antrian;i met the dentist, i was really afraid, the doctor was really waiting in lin;Positif
1938;nyaman chat dokter halodoc krna emg dr kalo sakit udah langganan halodoc trs skrg coba psikolognya menurutku bagus dokternya;comfortable chat doctor halodoc because really dr if sick already subscribe to halodoc trs now try the psychologist i think the doctor is good;Negatif
1939;ekspresi dokternya kaget lgi disodorin hp;the doctor's expression was surprised when he was handed a cellphon;Positif
1940;kocak banget tenggorokan gatel banget gabisa ngomong pas dokter sengaja ngetik keluhan sakit nya notes biar dokternya baca;it's funny that my throat is really itchy, i can't speak when the doctor accidentally types the pain complaint in a note so the doctor can read it;Negatif
1941;tergantung daerah dokternya berpengalaman mahal kalo usg aja ga pake tes macem macem;depending on the area, the doctor is experienced, it's expensive if you don't use ultrasound, you don't use various test;Positif
1942;iyaa serangan jantung liat dri ket kemarin berhenti berdetak ya dokternya blg ya gmn ga brhenti org oksigen aja ga dipakein penonton udh master smua gni msh aja ga koreksi lulusan hospital playlist sm kim sabu smua nih;yes, it was a heart attack, i saw that yesterday's note stopped beating, the doctor said yes, how come it doesn't stop, people don't use oxygen, the audience is already a master, everything is master, but still not correcting the graduates from the hospital playlist, all kim shabu;Netral
1943;catet ka keluhannya tar kasih dokternya aja suruh baca hshshs;note down the complaint, just give the doctor and tell me to read hshsh;Positif
1944;santuy aja kak kayak kalo dokternya cowok muda mulut otak kadang sefrekuensi;it's just cool, bro, like if the doctor is a young boy, the brain's mouth is sometimes at a frequ;Negatif
1945;coba pas dokternya tatap matanya biar gak gugup;try when the doctor looks into his eyes so you don't get nerv;Netral
1946;berobat dokter guanya sembuh dokternya sekarat;go to the doctor, the cave is cured, the doctor is di;Netral
1947;jujurly yg tertanam gusiku gatal risih malem cabut benang tp dokternya isoman mundur besok sabtu bs dicabut pgn gw cabut aja benangnya;to be honest, my gums are itchy and uncomfortable at night to remove the thread, but the doctor, isoman, is back tomorrow, saturday, it can be removed, please just pull out the thread;Positif
1948;iya menjelang kelahiran dokternya diskusi nggak salah si ander nya debat sokyong kaya bocah ruang rapat iya nggak ah drakor kesukaan gw nih pengin banget season nya;yes, before the doctor's birth, the discussion was not wrong, ander was arguing vigorously like a conference room kid, yes or no, my favorite drama, i really want a season;Netral
1949;cm guys yg ngekos sakit konsul dokternya gimana yaa sender gatau tia;cm, guys who are taking care of the sick, the doctor's consul, how is it, sender, don't know tia;Netral
1950;gw dokternya gw menawarkan therapist lu forfree;i'm the doctor i offer your therapist for fr;Negatif
1951;kasian banget mbak dokternya laporan penipuan akun penipu pas pulang shift;i'm really sorry, sis, the doctor reported fraud on a fraudulent account when he came home from shift;Netral
1952;dikasih hardcopy rs klinik dsb ttd dokternya nomor teleponnya;given a hardcopy of the clinic hospital, etc., the doctor's number is the phone numb;Netral
1953;dokternya cowo;boy doctor;Negatif
1954;anjir gue pgn marah ma dokternya;my dog ??is angry with the doctor;Positif
1955;diancam diomelin berkali kali dikasih tau malas minum tahan pipis ya susternya teman akrabmu dirawat penuh kasih sayang diomelin;threatened to be scolded many times, told you are lazy to drink, hold your pee, sister, your close friend is treated with love and scold;Negatif
1956;viva terbaik sih muka kantongku itupun teman cerita pas konsul dokternya kulit mukanya bermasalah disaranin pake viva eh beneran sesuai jarang berjerawat;viva is the best, even my pocket face, a friend told me when the doctor consulted that his facial skin had problems, it was recommended to use viva, it's really suitable for rarely acn;Netral
1957;kali masuk igd isk masuk igd suster jaganya teman akrab kali ketiga igd diperbolehkan pulang susternya ngancam igd penyakit urusin;when you enter the er, isk enters the er, the nurse is a close friend. the third time, the igd is allowed to go home.;Negatif
1958;inget nanya dokter urine nya nya gitu minum sehari dokternya minum ajah sampe kembung;remember to ask the doctor the urine is so drink it a day the doctor just drinks it until it bloat;Negatif
1959;uni kadang blom dikasih obat eeh udah sembuh duluan udah ketemu dokternya pujaannya;sometimes uni hasn't been given medicine yet, eeh has recovered first, i've met her idol doctor;Positif
1960;temen yg nikahnya yg skrg hamilnya bareng rs dokternya aaaakkkk yaallah berikanlah kelancaran persalinan temanku nengokin si uhuhu terharu hati;a friend who is married who is now pregnant with the doctor's hospital aaaakkkk ya allah give a smooth delivery my friend looks at the uhuhu heart touch;Positif
1961;dr mindsetnya pelayanan kesehatan masyarakat dibawah naungan pemerintah resepsionis sampe dokternya terpatahkan unit pelayanan kesehatan puskesmas turen tabs;from the mindset, public health services are under the auspices of the government, the receptionist until the doctor is broken by the health service unit at the turen tabs public health c;Negatif
1962;coba priksa puskesmas pelayanannya oke dokternya ramah sabar asliii yg bikin nyaman murah puol kekurangannya gk booking antrean by phone pas pengunjung ramai antre berjam jam solusinya wkt pendaftaran;try to check the health center, the service is okay, the doctor is friendly, patient, genuine, which makes it comfortable, cheap, and the drawback is that it doesn't book a queue by phone, when visitors are busy queuing for hours, the solution is at registr;Negatif
1963;hatus minimal bln dosis ka setau disana nya itung dokternya;you have to at least take the dose in months, as far as the doctor is concern;Positif
1964;vel daritadi blm selesai dokternya hahaha maap ngakak;the novel hasn't been finished yet, the doctor hahaha sorry lol;Negatif
1965;ya allah dokternya bettt;oh my god betty's doctor;Positif
1966;guys kalo butuh rumah sakit cek kandungan imunisasi melahirkan dll coba eltern hospital aja ya pelayanannya keren cepet dokter susternya asik parah;guys, if you need a hospital, check the contents of immunizations, give birth, etc., try an alternate hospital, yes, the service is cool, fast, the doctor, the nurse, is really cool;Netral
1967;keracunan masakan padang pas telat makan nb maag makan jam sore setelahnya buang air trus smpe udah pucet jam sore dibawa rs minum sendok aja langsung pas smpe rs dokternya bilang telat menit aja udah die;poisoned padang food when i was late for dinner nb ulcer ate in the afternoon after defecating and then until it was pale in the afternoon i was taken by the hospital to drink a spoon and immediately when i arrived the doctor said it was a minute late, i was dead;Negatif
1968;yep tenaga ekstra double masker main temen dihitung jari tangan antigen ttp dilakuin rumah pake masker jaga orang tua msh blm vaksin sm dokternya;yep, extra energy, double mask playing with friends, counting fingers for antigen, but doing it at home wearing a mask to take care of parents, still not vaccinated with the doctor;Negatif
1969;gue nunggu jam anjir sampe skrg dokternya kaga pdhl jadwalnya jam lohh anj;i'm waiting for the next hour until now the doctor doesn't even have an hour schedul;Netral
1970;bumil busui pemakaian acne series dikonsultasikan dokternya ya youracnesavior whitelab whitelabid;pregnant women who use acne series, consult your doctor, yes, yourracnesavior whitelab whitelabid;Negatif
1971;ga bilang aja dokternya;don't tell the doctor;Positif
1972;heh udah ya allah kagak dokternya mimpin operasi ganti poli langsung masuk wkwkwk untung sakit dl tu;hey, oh my god, didn't the doctor lead the surgery to change the poly, go straight in, woah, fortunately, that was sick;Netral
1973;halo min kalo kitabuat janji dgn dokter trus harga dokternya bayar aja biaya min;hello min, if we make an appointment with the doctor and the doctor's price, just pay the fee, min;Positif
1974;priksa disana dokternya molor sejam pasien sampe numpuk;check there the doctor is delayed by an hour until the patients pile up;Netral
1975;susternya pas baca nama gw loh masuk besok puasa jam operasi kek saking apalnya;when the nurse read my name, you're going to be in tomorrow fasting for surgery, what's wrong with that;Netral
1976;dn ga muncul ruam merah udh dbd bkn ya coba dokternya dirawat sih panas lemes dirawat smoga cepet sembuh ya;and the red rash doesn't appear, it's dengue fever, isn't it, try the doctor, it's treated, it's feverish, it's treated, i hope it gets better soon;Netral
1977;kittenku ditinggal induknya umurnya kemarin kittenku sakit krna gak cocok susu dokternya kasih sgm llm non lactose alhamdulilah udh gak mencri kasih susu aja;the kitten was abandoned by its mother yesterday, the kitten was sick because it wasn't suitable for milk, the doctor gave sgm non lactose, thank god, she didn't give her milk anymor;Netral
1978;dokternya awikwok ga sie;the doctor is awikwok or not;Positif
1979;dokternya takut kena mental;the doctor is afraid of getting ;Netral
1980;ga mending cek dokter deh takut uda disana dokternya gaplok sender jgn marah ya;it's better not to check with the doctor, i'm afraid the doctor is there, don't be angry, don't be angry, okay?;Negatif
1981;diperiksakan dokter gara gara perutnya dokternya emang berlemak aja;get checked by the doctor because the doctor's stomach is really fatti;Positif
1982;enak kl dokternya kaga judgemental gini orang ga takut check up wkwkwk;it's good if the doctor isn't judgmental like this, people aren't afraid to check up wkwkwk;Netral
1983;sampe mama ku heran cek dokter dokternya ga organ dalamnya mencerna makanan gitu aja;until my mom was surprised to see the doctor, the internal organs didn't digest food like that;Negatif
1984;kalo mas nya sakit butuh dokter trus dokternya mbaknya halal dibalik dont care btw;if you are sick you need a doctor then the doctor is halal behind it don't care btw;Negatif
1985;emng tulisan bungkus obatnya ya trus dokternya ikutin pa dokter jngn ikutin susternya bercanda gtu si dokternya asik iya kayanya salah suster yg ngelingkarin tulisan lupa gatau gpp gw;is it really written on the medicine package, then the doctor follows the doctor, don't follow the nurse, he's joking.;Netral
1986;dijahit menikah dokternya bilang rapetin ya biar senang;sewn into marriage, the doctor said rapetin, yes, let's be happi;Positif
